,title,detokenized_title
2333,"['saulo', 'ribeiro', 'vs', 'fabio', 'leopoldo', '-', 'senior', '1', 'absolute', 'finals', '-', '2013', 'ibjjf', 'master', 'senior', 'worlds']",saulo ribeiro vs fabio leopoldo - senior 1 absolute finals - 2013 ibjjf master senior worlds
2334,"['saulo', 'ribeiro', 'vs', 'eduardo', 'tell', '-', 'senior', '1', 'absolutes', 'fight', '2-', '2013', 'ibjjf', 'master', 'senior', 'worlds']",saulo ribeiro vs eduardo tell - senior 1 absolutes fight 2- 2013 ibjjf master senior worlds
2335,"['saulo', 'ribeiro', 'vs', 'roberto', 'godoi', '-', 'senior', '1', 'heavyweight', 'finals', '-', '2013', 'ibjjf', 'master', 'senior', 'worlds']",saulo ribeiro vs roberto godoi - senior 1 heavyweight finals - 2013 ibjjf master senior worlds
2336,"['saulo', 'ribeiro', 'fight', '2', '-', 'senior', '1', 'heavyweight', 'division', '-', '2013', 'master', 'senior', 'worlds']",saulo ribeiro fight 2 - senior 1 heavyweight division - 2013 master senior worlds
2337,"['saulo', 'ribeiro', 'fight', '1', '-', 'senior', '1', 'heavyweight', 'division', '-', '2013', 'master', 'senior', 'worlds']",saulo ribeiro fight 1 - senior 1 heavyweight division - 2013 master senior worlds
2338,"['clark', 'gracie', ""'s"", 'photogenic', 'omoplata', 'breakdown', 'bjj', 'library']",clark gracie 's photogenic omoplata breakdown bjj library
2339,"['set', 'butterfly', 'guard', 'saulo', 'ribeiro']",set butterfly guard saulo ribeiro
2340,"['xande', 'ribeiro', '-', 'one', 'hand', 'grip', 'break', '(', 'grip', 'break', ')']",xande ribeiro - one hand grip break ( grip break )
2341,"['armbar', 'escape', 'guard', '(', 'saulo', 'ribeiro', '-', 'bjjlibrary.com', ')']",armbar escape guard ( saulo ribeiro - bjjlibrary.com )
2342,"['fernando', 'augusto', 'terere', ""'s"", 'triangle', 'submit', 'marcelo', 'garcia', '2003']",fernando augusto terere 's triangle submit marcelo garcia 2003
2343,"['mount', 'survival', 'mount', 'elbow', 'escape', '(', 'jiu', 'jitsu', 'univ', 'ch', '3', '7-1', ')']",mount survival mount elbow escape ( jiu jitsu univ ch 3 7-1 )
2344,"['death', 'cauliflower', 'ear']",death cauliflower ear
2345,"['xande', ""'s"", 'boat', 'adventure', 'manaus', ',', 'brazil']","xande 's boat adventure manaus , brazil"
2346,"['xande', 'copa', 'podio', '2', 'behind-the-scenes']",xande copa podio 2 behind-the-scenes
2347,"['xande', 'judo', 'randori', 'session', 'tenri', 'judo', '(', 'may', '2013', ')']",xande judo randori session tenri judo ( may 2013 )
2348,"['saulo', ""'s"", 'thoughts', 'double', 'guard', 'pull']",saulo 's thoughts double guard pull
2349,"['fernando', 'terere', 'seminar', '-', 'safada', 'takedown', 'bjjlibrary.com']",fernando terere seminar - safada takedown bjjlibrary.com
2350,"['rafael', 'lovato', 'jr', '-', 'side', 'smash', 'pass', 'bjj', 'library', 'seminar']",rafael lovato jr - side smash pass bjj library seminar
2351,"['leandro', 'lo', '-', 'torreada', 'pass', 'bjj', 'library', 'seminar']",leandro lo - torreada pass bjj library seminar
2352,"['bjj', 'weekly', 'master', ""'s"", 'mindset', '016', '-', 'side', 'control', 'escape']",bjj weekly master 's mindset 016 - side control escape
2353,"['bjj', 'weekly', 'master', ""'s"", 'mindset', '015', '-', 'armbar', 'defense']",bjj weekly master 's mindset 015 - armbar defense
2354,"['bjj', 'weekly', 'master', ""'s"", 'mindset', '014', '-', 'sweep', 'close', 'guard']",bjj weekly master 's mindset 014 - sweep close guard
2355,"['bjj', 'weekly', 'master', ""'s"", 'mindset', '013', '-', 'chain', 'attack', 'close', 'guard']",bjj weekly master 's mindset 013 - chain attack close guard
2356,"['bjj', 'weekly', 'master', ""'s"", 'mindset', '012', '-', 'sit', 'guard', '/', 'pass', 'mount']",bjj weekly master 's mindset 012 - sit guard / pass mount
2357,"['bjj', 'weekly', 'master', ""'s"", 'mindset', '011', '-', 'block', 'choke']",bjj weekly master 's mindset 011 - block choke
2358,"['bjj', 'weekly', '-', 'drill', 'skill', '009', '-', 'tripod', 'drill']",bjj weekly - drill skill 009 - tripod drill
2359,"['bjj', 'weekly', 'master', ""'s"", 'mindset', '009', '-', 'collar', 'choke', 'turtle']",bjj weekly master 's mindset 009 - collar choke turtle
2360,"['bjj', 'weekly', '-', 'drill', 'skill', '008', '-', 'double', 'leg', 'drill']",bjj weekly - drill skill 008 - double leg drill
2361,"['bjj', 'weekly', 'master', ""'s"", 'mindset', '008', '-', 'double', 'pass']",bjj weekly master 's mindset 008 - double pass
2362,"['bjj', 'weekly', '-', 'drill', 'skill', '007', '-', 'butterfly', 'guard', ':', 'hip', 'motion', 'drill', '!', '?']",bjj weekly - drill skill 007 - butterfly guard : hip motion drill ! ?
2363,"['bjj', 'weekly', 'master', ""'s"", 'mindset', '007', '-', 'double', 'counter']",bjj weekly master 's mindset 007 - double counter
2364,"['bjj', 'weekly', '-', 'master', ""'s"", 'mindset', '006', '-', 'arm', 'bar', 'lock', 'series']",bjj weekly - master 's mindset 006 - arm bar lock series
2365,"['bjj', 'weekly', '-', 'drill', 'skill', '006', '-', 'butterfly', 'pass']",bjj weekly - drill skill 006 - butterfly pass
2366,"['bjj', 'weekly', 'master', ""'s"", 'mindset', '005', '-', 'lapel', 'choke']",bjj weekly master 's mindset 005 - lapel choke
2367,"['bjj', 'weekly', '-', 'drill', 'skill', '005', '-', 'leg', 'drag', '(', 'action/reaction', ')']",bjj weekly - drill skill 005 - leg drag ( action/reaction )
2368,"['bjj', 'weekly', 'master', ""'s"", 'mindset', '004', '-', '``', 'paper', 'cutter', ""''"", 'choke', '!', '?', '?', '?']",bjj weekly master 's mindset 004 - `` paper cutter '' choke ! ? ? ?
2369,"['bjj', 'weekly', '-', 'drill', 'skill', '004', '-', 'ankle', 'pick']",bjj weekly - drill skill 004 - ankle pick
2370,"['master', ""'s"", 'mindset', '003', '-', 'butterfly', 'guard', 'sweep']",master 's mindset 003 - butterfly guard sweep
2371,"['drill', 'skill', '002', '-', 'butterfly', 'guard']",drill skill 002 - butterfly guard
2372,"['bjj', 'weekly', 'master', ""'s"", 'mindset', '002', '-', 'de', 'la', 'riva', 'pass']",bjj weekly master 's mindset 002 - de la riva pass
2373,"['drill', 'skill', '001', '-', 'bjj', 'weekly', 'back', '!']",drill skill 001 - bjj weekly back !
2374,"['master', ""'s"", 'mindset', '-', 'bjj', 'weekly', 'back', '!']",master 's mindset - bjj weekly back !
2375,"['sneaky', 'modify', 'x-pass', 'back', 'take', ':', 'bjjweekly']",sneaky modify x-pass back take : bjjweekly
2376,"['bjj', 'weekly', '2014', '-', ""'re"", 'back', '!']",bjj weekly 2014 - 're back !
2377,"['cartwheel', 'guard', 'transition', '-', 'drill', 'skill', '-', 'bjj', 'weekly', '#', '128']",cartwheel guard transition - drill skill - bjj weekly # 128
2378,"['one-handed', 'arm', 'triangle', '-', 'another', 'slick', 'technique', 'wilson', 'reis', '-', 'bjj', 'weekly', '#', '128']",one-handed arm triangle - another slick technique wilson reis - bjj weekly # 128
2379,"['deep', 'half', 'guard', 'peek-a-boo', 'sweep', '-', 'wilson', 'reis', '-', 'bjj', 'weekly', '#', '127']",deep half guard peek-a-boo sweep - wilson reis - bjj weekly # 127
2380,"['knee', 'belly', '-', 'drill', 'skill', '-', 'bjj', 'weekly', '#', '126']",knee belly - drill skill - bjj weekly # 126
2381,"['stop', ',', 'drop', ',', 'roll', '...', 'choke', '-', 'wilson', ""reis'-"", 'bjj', 'weekly', 'issue', '#', '126']","stop , drop , roll ... choke - wilson reis'- bjj weekly issue # 126"
2382,"['half', 'nelson', 'underhook', 'drill', '-', 'bjj', 'weekly', '#', '125']",half nelson underhook drill - bjj weekly # 125
2383,"['x-guard', ',', 'leg', 'drag', ',', 'back', 'take', '-', 'bjj', 'weekly', 'issue', '#', '125']","x-guard , leg drag , back take - bjj weekly issue # 125"
2384,"['foot', 'lock', 'x-guard', '-', 'jar', 'weiner', '-', 'bjj', 'weekly', '#', '124']",foot lock x-guard - jar weiner - bjj weekly # 124
2385,"['drill', 'skill', '-', 'transitional', 'guard', 'pass', '-', 'bjj', 'weekly', '#', '123']",drill skill - transitional guard pass - bjj weekly # 123
2386,"['crucifix', 'kimura', '-', 'jar', 'weiner', '-', 'bjj', 'weekly', '#', '123']",crucifix kimura - jar weiner - bjj weekly # 123
2387,"['deep', 'half', 'guard', 'killer', 'crucifix', '-', 'bjj', 'weekly', 'issue', '#', '122', 'jar', 'weiner']",deep half guard killer crucifix - bjj weekly issue # 122 jar weiner
2388,"['tornado', 'drill', '-', 'drill', 'skill', '-', 'bjj', 'weekly', 'issue', '#', '122']",tornado drill - drill skill - bjj weekly issue # 122
2389,"['mackenzie', 'dern', '-', 'leg', 'lock', '-', 'bjj', 'weekly', 'issue', '#', '120']",mackenzie dern - leg lock - bjj weekly issue # 120
2390,"['star', 'sweep', '-', 'drill', 'skill', '-', 'bjj', 'weekly', 'issue', '#', '120']",star sweep - drill skill - bjj weekly issue # 120
2391,"['grip', 'break', '-', 'drill', 'skill', '-', 'bjj', 'weekly', 'issue', '#', '119']",grip break - drill skill - bjj weekly issue # 119
2392,"['mackenzie', 'dern', '-', 'wrist', 'lock', '-', 'bjj', 'weekly', 'issue', '#', '119']",mackenzie dern - wrist lock - bjj weekly issue # 119
2393,"['partner', 'triangle', '-', 'drill', 'skill', '-', 'bjj', 'weekly', 'issue', '#', '118']",partner triangle - drill skill - bjj weekly issue # 118
2394,"['mackenzie', 'dern', '-', 'refine', 'omoplata', '-', 'bjj', 'weekly', 'issue', '#', '118']",mackenzie dern - refine omoplata - bjj weekly issue # 118
2395,"['mackenzie', 'dern', '-', 'fancy', 'omoplata', 'sweep', '-', 'bjj', 'weekly', 'issue', '#', '117']",mackenzie dern - fancy omoplata sweep - bjj weekly issue # 117
2396,"['drill', 'skill', '-', 'bjj', 'guard', 'pass', 'transition', 'drill', '-', 'bjj', 'weekly', 'issue', '#', '117']",drill skill - bjj guard pass transition drill - bjj weekly issue # 117
2397,"['braulio', 'estima', '-', 'triangle', 'magic', '-', 'bjj', 'weekly', 'issue', '#', '116']",braulio estima - triangle magic - bjj weekly issue # 116
2398,"['arm', 'drag', '-', 'drill', 'skill', '-', 'issue', '#', '116']",arm drag - drill skill - issue # 116
2399,"['braulio', 'estima', '-', 'sneaky', 'triangle', 'setup', '-', 'bjj', 'weekly', '#', '115']",braulio estima - sneaky triangle setup - bjj weekly # 115
2400,"['jimmy', 'pedro', '-', 'judo', 'jiu', 'jitsu', '-', 'fireman', ""'s"", 'carry', '-', 'bjj', 'weekly', '#', '115']",jimmy pedro - judo jiu jitsu - fireman 's carry - bjj weekly # 115
2401,"['braulio', 'estima', '-', 'sweep', 'guard', 'progression', '-', 'bjj', 'weekly', 'issue', '#', '114']",braulio estima - sweep guard progression - bjj weekly issue # 114
2402,"['\u202abraulio', 'estima', '-', 'sweep', 'guard', '-', 'bjj', 'weekly', 'issue', '#', '113']",‪braulio estima - sweep guard - bjj weekly issue # 113
2403,"['back', 'control', '-', 'jt', 'torres', 'power', 'play', '-', 'bjj', 'weekly', 'issue', '#', '111']",back control - jt torres power play - bjj weekly issue # 111
2404,"['escape', 'sidemount', '-', 'nic', 'gregoriades', 'master', ""'s"", 'mindset', '-', 'bjj', 'weekly', 'issue', '#', '111']",escape sidemount - nic gregoriades master 's mindset - bjj weekly issue # 111
2405,"['xande', 'ribeiro', '-', 'roll', 'reflections', '-', 'bjj', 'weekly', 'issue', '#', '110']",xande ribeiro - roll reflections - bjj weekly issue # 110
2406,"['\u202awellington', 'megaton', 'dias', '-', 'choke', 'like', 'megaton', '-', 'bjj', 'weekly', 'issue', '#', '110']",‪wellington megaton dias - choke like megaton - bjj weekly issue # 110
2407,"['immerse', 'jiu-jitsu']",immerse jiu-jitsu
2408,"['\u202awellington', 'megaton', 'dias', '-', 'meet', 'megaton', ""'s"", 'x-guard', '-', 'bjj', 'weekly', 'issue', '#', '109\u202c']",‪wellington megaton dias - meet megaton 's x-guard - bjj weekly issue # 109‬
2409,"['wellington', 'megaton', 'dias', '-', 'takedown', 'like', 'megaton', '-', 'bjj', 'weekly', 'issue', '#', '108']",wellington megaton dias - takedown like megaton - bjj weekly issue # 108
2410,"['bjj', 'power', 'play', '-', 'get', 'bow', 'arrow', 'choke', '-', 'bjj', 'weekly', 'issue', '#', '108']",bjj power play - get bow arrow choke - bjj weekly issue # 108
2411,"['wellington', 'megaton', 'dias', '-', 'leg', 'drag', 'like', 'megaton', '-', 'bjj', 'weekly', 'issue', '#', '107']",wellington megaton dias - leg drag like megaton - bjj weekly issue # 107
2412,"['bjj', 'power', 'play', '-', 'lock', 'foot', 'make', 'sweep', '``', 'dedeco', ""''"", '-', 'bjj', 'weekly', 'issue', '#', '107']",bjj power play - lock foot make sweep `` dedeco '' - bjj weekly issue # 107
2413,"['jt', 'torres', '-', 'opposite', 'side', 'shin', 'slide', 'pass', '-', 'bjj', 'weekly', 'issue', '#', '106']",jt torres - opposite side shin slide pass - bjj weekly issue # 106
2414,"['jt', 'torres', '-', 'sneaky', 'sweep', 'x-guard', '-', 'bjj', 'weekly', 'issue', '#', '105']",jt torres - sneaky sweep x-guard - bjj weekly issue # 105
2415,"['bjj', 'power', 'play', '-', 'leg', 'lasso', 'detail', '-', 'bjj', 'weekly', 'issue', '#', '104']",bjj power play - leg lasso detail - bjj weekly issue # 104
2416,"['jt', 'torres', '-', 'sit', 'guard', '-', 'bjj', 'weekly', 'issue', '#', '104']",jt torres - sit guard - bjj weekly issue # 104
2417,"['jt', 'torres', 'vs', 'keenan', 'cornelius', 'bjj', 'outtakes']",jt torres vs keenan cornelius bjj outtakes
2418,"['jt', 'torres', '-', 'lose', 'leg', 'lasso', '-', 'bjj', 'weekly', 'issue', '#', '103']",jt torres - lose leg lasso - bjj weekly issue # 103
2419,"['\u202aralek', 'gracie', '-', 'full', 'mount', '-', 'bjj', 'weekly', 'issue', '#', '102']",‪ralek gracie - full mount - bjj weekly issue # 102
2420,"['bjj', 'power', 'play', '-', 'bridge', 'sweep', '``', 'dedeco', ""''"", '-', 'bjj', 'weekly', 'issue', '#', '101']",bjj power play - bridge sweep `` dedeco '' - bjj weekly issue # 101
2421,"['\u202aralek', 'gracie', '-', 'secret', 'armbar', '-', 'bjj', 'weekly', 'issue', '#', '101\u202c']",‪ralek gracie - secret armbar - bjj weekly issue # 101‬
2422,"['roll', 'reflections', '-', 'jt', 'torres', 'vs', 'pete', '-', 'bjj', 'weekly', 'issue', '#', '100']",roll reflections - jt torres vs pete - bjj weekly issue # 100
2423,"['\u202aralek', 'gracie', '-', 'shake', 'head', 'take', 'arm', '-', 'bjj', 'weekly', 'issue', '#', '100\u202c']",‪ralek gracie - shake head take arm - bjj weekly issue # 100‬
2424,"['bjj', 'power', 'play', '-', 'wrap', 'arm', '&', 'sweep', '-', 'bjj', 'weekly', 'issue', '#', '100']",bjj power play - wrap arm & sweep - bjj weekly issue # 100
2425,"['\u202aralek', 'gracie', '-', 'get', 'triangle', 'everytime', '-', 'bjj', 'weekly', 'issue', '#', '099\u202c']",‪ralek gracie - get triangle everytime - bjj weekly issue # 099‬
2426,"['bjj', 'power', 'play', '-', 'wrist', 'control', '``', 'dedeco', ""''"", '-', 'bjj', 'weekly', 'issue', '#', '099']",bjj power play - wrist control `` dedeco '' - bjj weekly issue # 099
2427,"['\u202arafael', 'rebello', '-', 'cartwheel', 'choke', '-', 'bjj', 'weekly', 'issue', '#', '098\u202c']",‪rafael rebello - cartwheel choke - bjj weekly issue # 098‬
2428,"['bjj', 'power', 'play', '-', 'reverse', 'half', 'guard', '-', 'bjj', 'weekly', 'issue', '#', '098']",bjj power play - reverse half guard - bjj weekly issue # 098
2429,"['\u202arafael', 'rebello', '-', 'chicken', 'wing', 'choke', '-', 'bjj', 'weekly', 'issue', '#', '097\u202c']",‪rafael rebello - chicken wing choke - bjj weekly issue # 097‬
2430,"['robson', 'moura\u202a', '-', 'reverse', 'de', 'la', 'riva', 'sweep', '-', 'bjj', 'weekly', 'issue', '#', '097\u202c']",robson moura‪ - reverse de la riva sweep - bjj weekly issue # 097‬
2431,"['\u202arafael', 'rebello', '-', 'triangle', 'turtle', '-', 'bjj', 'weekly', 'issue', '#', '096\u202c']",‪rafael rebello - triangle turtle - bjj weekly issue # 096‬
2432,"['roll', 'reflections', '-', 'ralek', 'gracie', 'vs', 'pete', '-', 'bjj', 'weekly', 'issue', '#', '096']",roll reflections - ralek gracie vs pete - bjj weekly issue # 096
2433,"['\u202arafael', 'rebello', '-', 'kill', 'turtle', 'owl', '-', 'bjj', 'weekly', 'issue', '#', '095\u202c']",‪rafael rebello - kill turtle owl - bjj weekly issue # 095‬
2434,"['bjj', 'power', 'play', '-', 'knee', 'shoulder', 'control', 'andre', '``', 'dedeco', ""''"", '-', 'bjj', 'weekly', 'issue', '#', '095']",bjj power play - knee shoulder control andre `` dedeco '' - bjj weekly issue # 095
2435,"['nic', 'gregoriades', '-', 'space', '-', 'bjj', 'weekly', 'issue', '#', '095']",nic gregoriades - space - bjj weekly issue # 095
2436,"['bjj', 'outtakes', '-', 'rafael', 'rebello', '-', 'bjj', 'weekly', 'issue', '#', '094']",bjj outtakes - rafael rebello - bjj weekly issue # 094
2437,"['emyr', '``', 'shark', ""''"", 'bussade', '-', 'reverse', 'spider', 'guard', 'trap', '-', 'bjj', 'weekly', 'issue', '#', '094']",emyr `` shark '' bussade - reverse spider guard trap - bjj weekly issue # 094
2438,"['emyr', '``', 'shark', ""''"", 'bussade', '-', 'invert', 'lawn', 'mower', 'sweep', '-', 'bjj', 'weekly', 'issue', '#', '093']",emyr `` shark '' bussade - invert lawn mower sweep - bjj weekly issue # 093
2439,"['bjj', 'power', 'play', '-', 'stomp', 'knee', 'alexey', 'cruz', '-', 'bjj', 'weekly', 'issue', '#', '093']",bjj power play - stomp knee alexey cruz - bjj weekly issue # 093
2440,"['emyr', '``', 'shark', ""''"", 'bussade', '-', 'pretzel', 'sweep', 'secrets', '-', 'bjj', 'weekly', 'issue', '#', '092']",emyr `` shark '' bussade - pretzel sweep secrets - bjj weekly issue # 092
2441,"['bjj', 'power', 'play', '-', 'get', 'x-guard', 'rafael', '``', 'formiga', ""''"", '-', 'bjj', 'weekly', 'issue', '#', '092']",bjj power play - get x-guard rafael `` formiga '' - bjj weekly issue # 092
2442,"['emyr', '``', 'shark', ""''"", 'bussade', '-', 'sick', 'simple', 'sweep', '-', 'bjj', 'weekly', 'issue', '#', '091']",emyr `` shark '' bussade - sick simple sweep - bjj weekly issue # 091
