,title,detokenized_title
2114,"['back', 'mount', 'escape', ':', '3', 'escape', 'anaconda', ""d'arce"", 'choke']",back mount escape : 3 escape anaconda d'arce choke
2115,"['mount', 'escape', '|', 'hydraulic', 'escape']",mount escape | hydraulic escape
2116,"['mount', 'escape', '|', 'upa', 'options']",mount escape | upa options
2117,"['mount', 'escape', '|', 'shrimp', 'escape']",mount escape | shrimp escape
2118,"['marcelo', 'garcia', 'jimmy', 'pedro', 'roll']",marcelo garcia jimmy pedro roll
2119,"['3', 'triangle', 'choke', 'attack', ':', 'long', 'range', ',', 'medium', 'range', 'short', 'range']","3 triangle choke attack : long range , medium range short range"
2120,"['judo', 'throw', 'bjj', ':', 'ude', 'gaeshi']",judo throw bjj : ude gaeshi
2121,"['close', 'guard', '|', 'overhook', 'triangle', 'omoplata']",close guard | overhook triangle omoplata
2122,"['close', 'guard', '|', 'open', 'close', 'guard']",close guard | open close guard
2123,"['north', 'south', '|', 'choke', 'professor', 'marcelo', 'garcia', ',', 'new', 'york', 'city']","north south | choke professor marcelo garcia , new york city"
2124,"['side', 'control', ':', '6', 'ways', 'maintain', 'position']",side control : 6 ways maintain position
2125,"['side', 'control', '|', 'key', 'lock', ',', 'head', 'arm', 'choke', ',', 'back', 'take', 'professor', 'kris', 'kim', ',', 'seoul', ',', 'korea']","side control | key lock , head arm choke , back take professor kris kim , seoul , korea"
2126,"['open', 'guard', ':', 'knee', 'slide', '(', 'slice', ')', 'pass', 'professor', 'kris', 'kim', ',', 'seoul', ',', 'south', 'korea']","open guard : knee slide ( slice ) pass professor kris kim , seoul , south korea"
2127,"['drill', ':', 'open', 'guard', 'pass', '-', 'leg', 'drag', '&', 'knee', 'slide', 'pass']",drill : open guard pass - leg drag & knee slide pass
2128,"['back', 'control', ':', 'kimura', 'grip', 'armbar', 'leg', 'choke']",back control : kimura grip armbar leg choke
2129,"['back', 'control', ':', 'gi', 'choke']",back control : gi choke
2130,"['back', 'control', ':', 'armbar', 'kimura', 'grip']",back control : armbar kimura grip
2131,"['back', 'control', ':', 'basic', 'control', 'chicken', 'wing', 'choke']",back control : basic control chicken wing choke
2132,"['back', 'mount', ':', 'straight', 'jacket', 'chicken', 'wing', 'choke']",back mount : straight jacket chicken wing choke
2133,"['half', 'guard', '|', 'triangle', ',', 'kimura', ',', 'ezekiel', 'baseball', 'bat', 'choke', 'professor', 'kris', 'kim', ',', 'seoul', ',', 'korea']","half guard | triangle , kimura , ezekiel baseball bat choke professor kris kim , seoul , korea"
2134,"['deep', 'half', 'guard', ':', 'sweep', '#', '1', ':', 'elevator', 'sweep']",deep half guard : sweep # 1 : elevator sweep
2135,"['deep', 'half', 'guard', ':', 'sweep', '#', '2', 'leg', 'drag', '.']",deep half guard : sweep # 2 leg drag .
2136,"['deep', 'half', 'guard', '-', 'advance', ':', 'berimbolo', 'roll', 'back', 'take']",deep half guard - advance : berimbolo roll back take
2137,"['deep', 'half', 'guard', 'advance', ':', 'gramby', 'roll', 'back', 'take']",deep half guard advance : gramby roll back take
2138,"['x-guard', ':', 'pull', 'sweep']",x-guard : pull sweep
2139,"['x-guard', ':', 'back', 'take']",x-guard : back take
2140,"['x-guard', ':', 'sweep', '#', '3']",x-guard : sweep # 3
2141,"['x-guard', 'drill', '#', '1', ',', '#', '2', ',', '#', '3']","x-guard drill # 1 , # 2 , # 3"
2142,"['x-guard', 'sweep', 'half', 'guard', 'kris', 'kim']",x-guard sweep half guard kris kim
2143,"['x-guard', ':', 'sweep', '#', '1']",x-guard : sweep # 1
2144,"['x-guard', ':', 'sweep', '#', '2']",x-guard : sweep # 2
2145,"['x-guard', ':', 'basic', 'entry']",x-guard : basic entry
2146,"['x-sweep', ':', 'tripod', 'sweep', 'basics']",x-sweep : tripod sweep basics
2147,"['ufc', 'fighter', 'sara', 'mcmann', 'train', 'marcelo', 'garcia', 'academy']",ufc fighter sara mcmann train marcelo garcia academy
2148,"['tournament', 'analysis', ':', 'flower', 'sweep', 'pendulum', 'sweep', 'mumble', 'sweep', 'kris', 'kim']",tournament analysis : flower sweep pendulum sweep mumble sweep kris kim
2149,"['de', 'la', 'riva', '|', 'sweep', 'kris', 'kim', ',', 'seoul', ',', 'korea']","de la riva | sweep kris kim , seoul , korea"
2150,"['tournament', 'analysis', ':', 'scissor', 'sweep', 'close', 'guard', 'kris', 'kim']",tournament analysis : scissor sweep close guard kris kim
2151,"['tournament', 'analysis', ':', 'armbar', 'close', 'guard', 'kris', 'kim']",tournament analysis : armbar close guard kris kim
2152,"['spider', 'guard', '|', 'sweep', '1', ',', '2', ',', '3', 'triangle', 'professor', 'kris', 'kim', ',', 'seoul', ',', 'korea']","spider guard | sweep 1 , 2 , 3 triangle professor kris kim , seoul , korea"
2153,"['close', 'guard', '|', 'scissor', 'sweep', ',', 'push', 'sweep', 'spider', 'guard', 'sweep', 'kris', 'kim']","close guard | scissor sweep , push sweep spider guard sweep kris kim"
2154,"['lasso', 'guard', 'bicep', 'sweep', 'kris', 'kim']",lasso guard bicep sweep kris kim
2155,"['curu-curu', 'guard', 'steer', 'wheel', 'sweep', 'ben', 'eaton']",curu-curu guard steer wheel sweep ben eaton
2156,"['lasso', 'guard', 'triangle', 'guard', 'omoplata', 'kris', 'kim']",lasso guard triangle guard omoplata kris kim
2157,"['lasso', 'guard', 'omoplata', 'omoplata', 'sweep', 'kris', 'kim']",lasso guard omoplata omoplata sweep kris kim
2158,"['curu-curu', 'guard', 'high', 'side', 'sweep', 'ben', 'eaton']",curu-curu guard high side sweep ben eaton
2159,"['toreando', '/', 'bullfighter', 'pass', ':', 'break', 'grip', 'ben', 'eaton']",toreando / bullfighter pass : break grip ben eaton
2160,"['curu-curu', 'guard', 'ben', 'eaton']",curu-curu guard ben eaton
2161,"['loop', 'choke', 'part', '2', 'ben', 'eaton']",loop choke part 2 ben eaton
2162,"['loop', 'choke', 'ben', 'eaton']",loop choke ben eaton
2163,"['toreando', '/', 'bullfighter', 'pass', ':', 'counter', 'ben', 'eaton']",toreando / bullfighter pass : counter ben eaton
2164,"['spiral', 'armbar', 'ben', 'eaton']",spiral armbar ben eaton
2165,"['marcelo', 'garcia', 'condition']",marcelo garcia condition
2166,"['north', 'south', ':', 'barataplata', 'kris', 'kim']",north south : barataplata kris kim
2167,"['north', 'south', ':', 'key', 'lock', 'kris', 'kim']",north south : key lock kris kim
2168,"['north', 'south', ':', 'kimura', 'choke', 'kris', 'kim']",north south : kimura choke kris kim
2169,"['north', 'south', ':', 'triple', 'attack', 'kris', 'kim']",north south : triple attack kris kim
2170,"['north', 'south', ':', 'papercutter', 'choke', 'kris', 'kim']",north south : papercutter choke kris kim
2171,"['north', 'south', ':', 'basic', 'detail', 'kris', 'kim']",north south : basic detail kris kim
2172,"['north', 'south', ':', 'armbar', 'kris', 'kim']",north south : armbar kris kim
2173,"['north', 'south', ':', 'choke', 'armbar', 'kris', 'kim']",north south : choke armbar kris kim
2174,"['top', 'side', 'control', ':', 'baseball', 'bat', 'choke/samurai', 'choke', 'matt', 'andrews']",top side control : baseball bat choke/samurai choke matt andrews
2175,"['top', 'half-guard', ':', 'baseball', 'bat', 'choke/samurai', 'choke', 'matt', 'andrews']",top half-guard : baseball bat choke/samurai choke matt andrews
2176,"['top', 'side', 'control', ':', 'paper', 'cutter', 'choke', 'matt', 'andrews']",top side control : paper cutter choke matt andrews
2177,"['top', 'side', 'control', ':', 'collar', 'choke', 'kris', 'kim']",top side control : collar choke kris kim
2178,"['side', 'control', ':', 'maintain', 'position']",side control : maintain position
2179,"['pass', 'sit', 'guard', ':', 'knee', 'slide', 'pass']",pass sit guard : knee slide pass
2180,"['pass', 'sit', 'guard', ':', 'back', 'step', 'pass']",pass sit guard : back step pass
2181,"['pass', 'sit-up', 'guard', ':', 'step', 'knee', 'belly']",pass sit-up guard : step knee belly
2182,"['pass', 'sit-up', 'guard', ':', 'x-pass']",pass sit-up guard : x-pass
2183,"['toreando', '/', 'bullfighter', 'pass', 'series', ':', 'hip', '&', 'knee', 'leg', 'weave', 'professor', 'kris', 'kim']",toreando / bullfighter pass series : hip & knee leg weave professor kris kim
2184,"['toreando', '/', 'bullfighter', 'pass', 'series', ':', 'hip', '&', 'knee', 'back', 'step', 'professor', 'kris', 'kim']",toreando / bullfighter pass series : hip & knee back step professor kris kim
2185,"['toreando', '/', 'bullfighter', 'pass', 'series', ':', 'basic', 'hip', '&', 'knee', 'twist', 'professor', 'kris', 'kim']",toreando / bullfighter pass series : basic hip & knee twist professor kris kim
2186,"['stack', 'pass', 'series', ':', 'variation', '#', '1']",stack pass series : variation # 1
2187,"['stack', 'pass', 'series', ':', 'variation', '#', '2']",stack pass series : variation # 2
2188,"['stack', 'pass', 'series', ':', 'lapel', 'choke']",stack pass series : lapel choke
2189,"['stack', 'pass', 'series', ':', 'darce', 'lapel', 'choke']",stack pass series : darce lapel choke
2190,"['marcelo', 'garcia', 'short', 'hook', 'sweep', 'baseball', 'slide', 'hook', 'sweep', 'lesson']",marcelo garcia short hook sweep baseball slide hook sweep lesson
2191,"['close', 'guard', 'overhook', '1', '|', 'baseball', ',', 'samurai', ',', 'suicide', 'choke']","close guard overhook 1 | baseball , samurai , suicide choke"
2192,"['close', 'guard', 'overhook', '2', '|', 'cross', 'choke', 'omoplata', 'bonus', 'info']",close guard overhook 2 | cross choke omoplata bonus info
2193,"['close', 'guard', 'overhook', '3', '|', 'omoplata', 'triangle', 'choke', 'bonus', 'info']",close guard overhook 3 | omoplata triangle choke bonus info
2194,"['close', 'guard', 'overhook', '4', '|', 'triangle', 'choke']",close guard overhook 4 | triangle choke
2195,"['side', 'control', 'escape', '#', '1', '3', '|', 'sit-up', 'marcelo', 'garcia']",side control escape # 1 3 | sit-up marcelo garcia
2196,"['side', 'control', 'escape', '-', 'far', 'side', 'arm', 'isolate']",side control escape - far side arm isolate
2197,"['side', 'control', 'escape', '-', 'temple', 'head', 'control']",side control escape - temple head control
2198,"['basic', 'side', 'control', 'escape']",basic side control escape
2199,"['side', 'control', 'escape', '-', 'basic', 'hip', 'movement']",side control escape - basic hip movement
2200,"['knee', 'slide', '/', 'knee', 'cut', 'pass', 'drill']",knee slide / knee cut pass drill
2201,"['side', 'control', 'escape', '#', '2', '3', '|', 'elbow', 'push', 'marcelo', 'garcia']",side control escape # 2 3 | elbow push marcelo garcia
2202,"['back', 'guillotine', '-', 'imanari', 'masakazu', 'leg', 'lock', 'seminar']",back guillotine - imanari masakazu leg lock seminar
2203,"['roll', 'heel', 'hook', 'back', '-', 'imanari', 'masakazu', 'leg', 'lock', 'seminar']",roll heel hook back - imanari masakazu leg lock seminar
2204,"['roll', 'heel', 'hook', 'kneebar', '-', 'imanari', 'masakazu', 'leg', 'lock', 'seminar']",roll heel hook kneebar - imanari masakazu leg lock seminar
2205,"['heel', 'hook', 'defense', 'submission', '-', 'imanari', 'masakazu', 'leg', 'lock', 'seminar']",heel hook defense submission - imanari masakazu leg lock seminar
2206,"['roll', 'heel', 'hook', '-', 'imanari', 'roll', '-', 'imanari', 'masakazu', 'leg', 'lock', 'seminar']",roll heel hook - imanari roll - imanari masakazu leg lock seminar
2207,"['marcelo', 'garcia', 'roll', 'rafael', 'lovato', 'jr.', 'part', '2']",marcelo garcia roll rafael lovato jr. part 2
2208,"['bjj', 'solo', 'drill', '|', 'professor', 'andre', 'galvao']",bjj solo drill | professor andre galvao
2209,"['marcelo', 'garcia', 'ryan', 'hall']",marcelo garcia ryan hall
2210,"['marcelo', 'garcia', 'short', 'hook', 'sweep', 'baseball', 'slide', 'hook', 'sweep']",marcelo garcia short hook sweep baseball slide hook sweep
2211,"['marcelo', 'garcia', 'spider', 'guard', 'grip', 'break']",marcelo garcia spider guard grip break
2212,"['double', 'single', 'leg', 'x-guard']",double single leg x-guard
2213,"['marcelo', 'garcia', 'roll', 'rafael', 'lovato', 'jr', '#', '1']",marcelo garcia roll rafael lovato jr # 1
2214,"['short', 'hook', 'sweep', 'baseball', 'slide', 'hook', 'sweep']",short hook sweep baseball slide hook sweep
2215,"['side', 'control', 'escape', '#', '3', '3', '|', 'hip', 'roll', 'marcelo', 'garcia']",side control escape # 3 3 | hip roll marcelo garcia
2216,"['open', 'guard', 'pass', 'drill', ':', 'marcelo', 'garcia', 'pass']",open guard pass drill : marcelo garcia pass
2217,"['marcelo', 'garcia', 'pass', 'drill']",marcelo garcia pass drill
2218,"['marcelo', 'garcia', 'philosophy', 'train', 'condition']",marcelo garcia philosophy train condition
2219,"['penis', 'fish']",penis fish
2220,"['mginaction.com', 'tutorial']",mginaction.com tutorial
2221,"['prepare', 'tako', '(', 'octopus', ')', 'sushi']",prepare tako ( octopus ) sushi
2222,"['prepare', 'tuna', 'sushi']",prepare tuna sushi
2223,"['huge', 'yellowfin', 'tuna', 'sushi', '/', 'sashimi']",huge yellowfin tuna sushi / sashimi
2224,"['***the', 'best***', 'fillet', 'fish', '/', 'clean', 'fish']",***the best*** fillet fish / clean fish
2225,"['fillet', 'fish', '(', 'mahi', 'mahi', 'sushi', ')', '/', 'clean', 'fish']",fillet fish ( mahi mahi sushi ) / clean fish
2226,"['tuna', 'sushi', '/', 'sashimi']",tuna sushi / sashimi
2227,"['popcorn', 'lobster', 'leg']",popcorn lobster leg
2228,"['crazy', 'girl', 'eat', 'live', 'octopus', '!', '!']",crazy girl eat live octopus ! !
2229,"['leonel', 'marra', '-', 'deep', 'half', 'guard']",leonel marra - deep half guard
2230,"['ribeiro', 'fundamentals', 'preview', '-', 'bjj', 'library']",ribeiro fundamentals preview - bjj library
2231,"['giva', 'santana', '-', 'arm', 'collector']",giva santana - arm collector
2232,"['josh', 'hinger', '-', 'gi', 'world', 'champion', 'series', 'preview']",josh hinger - gi world champion series preview
2233,"['women', 'world', 'champion', '-', 'nathiely', 'de', 'jesus', ',', 'claudia', 'val', 'monique', 'elias']","women world champion - nathiely de jesus , claudia val monique elias"
2234,"['masakazu', 'imanari', 'leg', 'lock', 'series', '(', 'bjjlibrary.com', ')']",masakazu imanari leg lock series ( bjjlibrary.com )
2235,"['robson', 'moura', 'butterfly', 'guard', 'series', '(', 'bjjlibrary.com', ')']",robson moura butterfly guard series ( bjjlibrary.com )
2236,"['xande', 'ribeiro', 'omoplata', 'series', '(', 'bjjlibrary.com', ')']",xande ribeiro omoplata series ( bjjlibrary.com )
2237,"['travis', 'stevens', '-', 'champion']",travis stevens - champion
2238,"['jt', 'torres', '-', 'bjj', 'library', 'highlight']",jt torres - bjj library highlight
2239,"['nakamura', 'daisuke', '-', 'armbar', 'side', 'control']",nakamura daisuke - armbar side control
2240,"['michael', 'liera', 'jr.', '-', 'omoplata', 'de', 'la', 'riva', 'guard', '-', 'bjj', 'library']",michael liera jr. - omoplata de la riva guard - bjj library
2241,"['bjj', 'library', 'world', 'tour', '-', 'tokyo', '(', 'feat', '.', 'nakamura', 'daisuke', 'yuki', 'nakai', ')']",bjj library world tour - tokyo ( feat . nakamura daisuke yuki nakai )
2242,"['lucas', 'leite', '-', 'half', 'guard', 'sweep', 'back', 'take', '-', 'bjj', 'library']",lucas leite - half guard sweep back take - bjj library
2243,"['lucas', 'leite', '-', 'bjj', 'library', 'series', 'preview']",lucas leite - bjj library series preview
2244,"['luiz', 'panza', '-', 'foot', 'lock', '50/50', 'guard', '-', 'bjj', 'library']",luiz panza - foot lock 50/50 guard - bjj library
2245,"['luiz', 'panza', '-', '50/50', 'guard', 'bjj', 'library', 'series', 'preview']",luiz panza - 50/50 guard bjj library series preview
2246,"['tarsis', 'humphreys', '-', 'lasso', 'guard', 'sweep']",tarsis humphreys - lasso guard sweep
2247,"['preview', 'tarsis', 'humphrey', 'series', 'bjj', 'library']",preview tarsis humphrey series bjj library
2248,"['jimmy', 'pedro', 'saulo', 'ribeiro', 'ko', 'uchi', 'gari', 'drop', 'seoi', 'nage', 'combination']",jimmy pedro saulo ribeiro ko uchi gari drop seoi nage combination
2249,"['belt', 'ceremony', 'university', 'jiu', 'jitsu']",belt ceremony university jiu jitsu
2250,"['jimmy', 'pedro', '-', 'athlete', 'visualization', 'mental', 'goals', 'success']",jimmy pedro - athlete visualization mental goals success
2251,"['luiza', 'monteiro', '-', 'half', 'spider', 'guard', 'kneebar']",luiza monteiro - half spider guard kneebar
2252,"['saulo', 'ribeiro', 'highlight', '2015', 'world', 'master', 'championships']",saulo ribeiro highlight 2015 world master championships
2253,"['luiza', 'monteiro', '-', 'lead', 'women', ""'s"", 'bjj']",luiza monteiro - lead women 's bjj
2254,"['saulo', 'ribeiro', 'vs', 'carlos', 'farias', 'world', 'master', '3', '2015', 'absolute', 'final']",saulo ribeiro vs carlos farias world master 3 2015 absolute final
2255,"['saulo', 'ribeiro', 'vs', 'richard', 'martin', 'world', 'master', '2015']",saulo ribeiro vs richard martin world master 2015
2256,"['saulo', 'ribeiro', 'vs', 'luiz', 'camargo', 'world', 'master', '2015']",saulo ribeiro vs luiz camargo world master 2015
2257,"['xande', 'ribeiro', 'vs', 'russell', 'redenbaugh', '-', 'exhibition', 'match', 'world', 'master']",xande ribeiro vs russell redenbaugh - exhibition match world master
2258,"['saulo', 'ribeiro', 'vs', 'roberto', 'godoi', '-', 'finals', 'match', 'super', 'heavy', 'world', 'master', '3']",saulo ribeiro vs roberto godoi - finals match super heavy world master 3
2259,"['saulo', 'ribeiro', 'v', 'kurt', 'shrout', 'master', '3', 'world', 'championships', '(', 'super', 'heavy', 'eliminatory', ')']",saulo ribeiro v kurt shrout master 3 world championships ( super heavy eliminatory )
2260,"['saulo', 'ribeiro', '-', 'master', ""'s"", 'world', 'train', 'camp', 'university', 'jiu', 'jitsu']",saulo ribeiro - master 's world train camp university jiu jitsu
2261,"['baret', 'yoshida', '-', 'guillotine', 'setup', 'back', '||', 'bjj', 'library']",baret yoshida - guillotine setup back || bjj library
2262,"['rafael', 'lovato', 'jr', 'interview', '-', 'mental', 'preparation', 'jiu', 'jitsu', 'competitions']",rafael lovato jr interview - mental preparation jiu jitsu competitions
2263,"['rafael', 'lovato', 'jr', '-', 'confidence', 'take', 'champion']",rafael lovato jr - confidence take champion
2264,"['rafael', 'lovato', 'jr', 'interview', '-', 'develop', 'jiu', 'jitsu', 'isolation']",rafael lovato jr interview - develop jiu jitsu isolation
2265,"['bjj', 'library', 'challenge', 'finale', '-', 'episode', '5', ':', 'xande', 'ribeiro', 'vs', 'champion', 'full', 'fight']",bjj library challenge finale - episode 5 : xande ribeiro vs champion full fight
2266,"['bjj', 'library', 'challenge', 'episode', '4']",bjj library challenge episode 4
2267,"['finger', 'tape', 'athletes', '|', 'tape', 'armor']",finger tape athletes | tape armor
2268,"['yuri', 'simoes', 'belt', 'grip', 'backroll', 'sweep', 'half', 'guard', '|', 'bjj', 'library']",yuri simoes belt grip backroll sweep half guard | bjj library
2269,"['yuri', 'simoes', 'interview', 'saulo', 'ribeiro']",yuri simoes interview saulo ribeiro
2270,"['yuri', 'simoes', ':', 'jiu', 'jitsu', 'flow', 'roll', '||', 'bjj', 'library']",yuri simoes : jiu jitsu flow roll || bjj library
2271,"['bjj', 'library', 'challenge', 'episode', '3']",bjj library challenge episode 3
2272,"['bjj', 'library', 'challenge', 'one', 'episode', '2']",bjj library challenge one episode 2
2273,"['spin', 'invert', 'armbar', 'bjj', 'red', 'belt', 'paulo', 'strauch']",spin invert armbar bjj red belt paulo strauch
2274,"['bjj', 'library', 'challenge', 'one', '-', 'episode', '1']",bjj library challenge one - episode 1
2275,"['final', 'teaser', 'bjj', 'library', 'challenge', 'one']",final teaser bjj library challenge one
2276,"['bjj', 'library', 'challenge', 'one', 'preview', '-', 'sleeper']",bjj library challenge one preview - sleeper
2277,"['jump', 'guard', 'challenge', 'teaser']",jump guard challenge teaser
2278,"['first', 'preview', 'bjj', 'library', 'challenge', 'one']",first preview bjj library challenge one
2279,"['baret', 'yoshida', 'interview', 'saulo', 'ribeiro']",baret yoshida interview saulo ribeiro
2280,"['kneebar', 'workshop', 'jam', 'puopolo', 'xande', 'ribeiro']",kneebar workshop jam puopolo xande ribeiro
2281,"['interview', 'jam', 'puopolo']",interview jam puopolo
2282,"['bjj', 'library', 'challenge', 'seek', 'black', 'belt', 'contestants']",bjj library challenge seek black belt contestants
2283,"['ricardo', 'de', 'la', 'riva', 'evolution', 'jiu', 'jitsu', ',', 'modern', 'bjj', ',', 'competitions']","ricardo de la riva evolution jiu jitsu , modern bjj , competitions"
2284,"['mackenzie', 'dern', ""'s"", 'koala', 'guard', 'control']",mackenzie dern 's koala guard control
2285,"['interview', 'mackenzie', 'dern', 'saulo', 'ribeiro']",interview mackenzie dern saulo ribeiro
2286,"['spider', 'guard', 'scissor', 'sweep', 'triangle', 'romulo', 'barral', '(', 'bjjlibrary.com', ')']",spider guard scissor sweep triangle romulo barral ( bjjlibrary.com )
2287,"['evolution', 'romulo', ""'s"", 'spider', 'guard', '(', 'bjjlibrary.com', 'series', ')']",evolution romulo 's spider guard ( bjjlibrary.com series )
2288,"['end', 'year', 'bjj', 'library', 'membership', 'sale', '!', '(', 'valid', 'december', '31', ')']",end year bjj library membership sale ! ( valid december 31 )
2289,"['reverse', 'de', 'la', 'riva', 'arm', 'drag', 'single', 'leg', 'jt', 'torres', '(', 'bjjlibrary.com', ')']",reverse de la riva arm drag single leg jt torres ( bjjlibrary.com )
2290,"['tricep', 'crush', 'side', 'control', 'jt', 'torres', '(', 'bjjlibrary.com', ')']",tricep crush side control jt torres ( bjjlibrary.com )
2291,"['interview', 'jt', 'torres', 'saulo', 'ribeiro', '(', 'bjjlibrary.com', ')']",interview jt torres saulo ribeiro ( bjjlibrary.com )
2292,"['double', 'overhook', 'guard', 'pass', 'xande', 'ribeiro', '(', 'bjjlibrary.com', ')']",double overhook guard pass xande ribeiro ( bjjlibrary.com )
2293,"['jt', 'torres', 'series', 'preview', '(', 'bjjlibrary.com', ')']",jt torres series preview ( bjjlibrary.com )
2294,"['reverse', 'de', 'la', 'riva', 'sweep', 'andre', 'galvao', '(', 'bjjlibrary.com', ')']",reverse de la riva sweep andre galvao ( bjjlibrary.com )
2295,"['andre', 'galvao', ""'s"", 'road', 'world', 'champion', '(', 'bjjlibrary.com', ')']",andre galvao 's road world champion ( bjjlibrary.com )
2296,"['andre', 'galvao', 'series', 'preview', '(', 'bjjlibrary.com', ')']",andre galvao series preview ( bjjlibrary.com )
2297,"['turtle', 'guard', 'transition', 'recovery', 'eduardo', 'tell', '(', 'bjjlibrary.com', ')']",turtle guard transition recovery eduardo tell ( bjjlibrary.com )
2298,"['interview', 'eduardo', 'tell', '(', 'bjjlibrary.com', ')']",interview eduardo tell ( bjjlibrary.com )
2299,"['bodylock', 'backtake', 'xande', 'ribeiro', '(', 'bjjlibrary.com', ')']",bodylock backtake xande ribeiro ( bjjlibrary.com )
2300,"['wilson', 'reis', 'butterfly', 'sweep', 'calf', 'slicer', '(', 'bjjlibrary.com', ')']",wilson reis butterfly sweep calf slicer ( bjjlibrary.com )
2301,"['wrist', 'lock', 'close', 'guard', 'fabio', 'santos', '(', 'bjjlibrary.com', ')']",wrist lock close guard fabio santos ( bjjlibrary.com )
2302,"['interview', 'fabio', 'santos', '(', '7th', 'degree', 'bjj', 'red', 'black', 'belt', ')']",interview fabio santos ( 7th degree bjj red black belt )
2303,"['control', 'mount', 'saulo', 'ribeiro', '(', 'bjjlibrary.com', ')']",control mount saulo ribeiro ( bjjlibrary.com )
2304,"['hang', 'triangle', 'setup', 'jeff', 'glover', '(', 'bjjlibrary.com', ')']",hang triangle setup jeff glover ( bjjlibrary.com )
2305,"['jeff', 'glover', ""'s"", 'donkey', 'guard', 'sweep', 'bjjlibrary.com']",jeff glover 's donkey guard sweep bjjlibrary.com
2306,"['flatten', 'pass', 'half', 'guard', 'xande', 'ribeiro']",flatten pass half guard xande ribeiro
2307,"['milton', 'vieira', ""'s"", 'root', 'jiu', 'jitsu', 'rio', 'fighters', 'interview']",milton vieira 's root jiu jitsu rio fighters interview
2308,"['roll', 'kimura', 'stand', 'milton', 'vieira', '(', 'bjjlibrary.com', ')']",roll kimura stand milton vieira ( bjjlibrary.com )
2309,"['milton', 'vieira', ""'s"", 'anaconda', 'choke', 'series', 'preview']",milton vieira 's anaconda choke series preview
2310,"['power', 'knee', 'slice', 'use', 'palm', 'grip', 'xande', 'ribeiro']",power knee slice use palm grip xande ribeiro
2311,"['master', 'knee', 'slice', 'series', 'preview']",master knee slice series preview
2312,"['saulo', 'ribeiro', 'breakdown', 'rodolfo', 'vieira', 'vs', 'luiz', 'panza', '2014', 'abu', 'dhabi', 'world', 'pro']",saulo ribeiro breakdown rodolfo vieira vs luiz panza 2014 abu dhabi world pro
2313,"['x', 'pass', 'torreando', 'guard', 'pass', 'xande', 'ribeiro']",x pass torreando guard pass xande ribeiro
2314,"['spider', 'lasso', 'guard', 'spin', 'omoplata', 'sweep', 'jackson', 'sousa']",spider lasso guard spin omoplata sweep jackson sousa
2315,"['train', 'jiu', 'jitsu', 'champion', 'jackson', 'sousa']",train jiu jitsu champion jackson sousa
2316,"['lasso', 'double', 'de', 'la', 'riva', 'sweep', 'ricardo', 'de', 'la', 'riva', 'bjj', 'library', 'seminar']",lasso double de la riva sweep ricardo de la riva bjj library seminar
2317,"['control', 'side', 'control', 'concepts', 'xande', 'ribeiro', '(', 'bjjlibrary.com', ')']",control side control concepts xande ribeiro ( bjjlibrary.com )
2318,"['ricardo', '``', 'rico', ""''"", 'vieira', 'guard', 'pass', 'concepts', 'bjjlibrary.com']",ricardo `` rico '' vieira guard pass concepts bjjlibrary.com
2319,"['never', 'give', 'dream', '-', 'ricardo', '``', 'rico', ""''"", 'vieira', ""'s"", 'essence', 'jiu', 'jitsu', 'part', '2']",never give dream - ricardo `` rico '' vieira 's essence jiu jitsu part 2
2320,"['train', 'world', 'champ', '-', 'ricardo', '``', 'rico', ""''"", 'vieira', ""'s"", 'essence', 'jiu', 'jitsu', 'part', '1/3']",train world champ - ricardo `` rico '' vieira 's essence jiu jitsu part 1/3
2321,"['gordo', 'creator', 'half', 'guard']",gordo creator half guard
2322,"['xande', 'ribeiro', 'guard', 'retention', 'knee', 'cross', ',', 'x', 'pass', ',', 'side', 'knee', 'pass', 'combos']","xande ribeiro guard retention knee cross , x pass , side knee pass combos"
2323,"['kneebar', 'submission', 'dean', 'lister']",kneebar submission dean lister
2324,"['berimbolo', 'defense', 'gangster', 'crossface', 'xande', 'ribeiro']",berimbolo defense gangster crossface xande ribeiro
2325,"['dean', 'lister', 'straight', 'ankle', 'foot', 'lock', 'bjj', 'library']",dean lister straight ankle foot lock bjj library
2326,"['xande', 'ribeiro', '-', 'berimbolo', 'counter', 'reberimbolo', 'back', 'take']",xande ribeiro - berimbolo counter reberimbolo back take
2327,"['dean', 'lister', 'ideal', 'point', 'system', 'bjj', 'competitions']",dean lister ideal point system bjj competitions
2328,"['jeff', 'glover', '-', 'modify', 'arm', 'guillotine', 'bjj', 'library', 'seminar']",jeff glover - modify arm guillotine bjj library seminar
2329,"['leandro', 'lo', ',', 'saulo', ',', 'xande', 'ribeiro', 'behind', 'scenes', 'bjj', 'library']","leandro lo , saulo , xande ribeiro behind scenes bjj library"
2330,"['de', 'la', 'riva', 'guard', 'pass', '-', 'headquarter', 'position', 'shin', 'pressure', 'saulo', 'ribeiro']",de la riva guard pass - headquarter position shin pressure saulo ribeiro
2331,"['clark', 'gracie', 'roll', 'calf', 'slicer', 'de', 'la', 'riva', 'guard', 'bjjlibrary']",clark gracie roll calf slicer de la riva guard bjjlibrary
2332,"['jeff', 'glover', '-', 'torreando', 'counter', 'arm', 'drag', 'rollover', 'sweep', '(', 'bjj', 'library', 'seminar', ')']",jeff glover - torreando counter arm drag rollover sweep ( bjj library seminar )
